state,mujoco_qacc1,mujoco_qacc2,bridge_default_qdd1,bridge_default_qdd2,bridge_mujoco_sign_qdd1,bridge_mujoco_sign_qdd2
q00,38.868144406997736,-52.95098094211153,-27.838598233100996,24.866130435053687,27.838598233100996,-24.866130435053687
step0,36.4441241506876,-45.63601592960326,-28.444314428705418,29.48511781413267,28.444627180194452,-29.48791518127799
step470,-16.227847602977796,3.7009379924316406,13.316853214679705,-10.792171212592992,-11.22112223920633,3.1644560143371048
step480,-369.3918699403466,955.9630093415288,14.192300226571316,-11.32455555880542,-12.059936125668107,3.627336306752775
step486,-226.0125066379533,531.0010022328581,15.384824622352228,-11.59202996597617,-11.309115930804795,2.235723242446844
